S.no,PROVINCE,DISTRICT,TEHSIL,TEHSIL - CODE,UC NAME,UC_UR,UC Number,UC CODE,LATITUDE,LONGITUDE,NUMBER OF VILLAGES,VILLAGE NUMBER,VILLAGE CODE,VILLAGE NAME
88,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,17,13111617,LOWER BIRAN GALI
89,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,16,13111616,KHETAR
90,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,15,13111615,KERI BIRAN GALI
91,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,14,13111614,JOGIMAR
92,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,13,13111613,JHAFAR
93,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,12,13111612,HUNDYALA
94,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,11,13111611,HERAN
95,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,10,13111610,GEH
96,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,9,1311169,DHERI HOTAR
97,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,8,1311168,DHAKA
98,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,7,1311167,DAKH DOGA
99,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,6,1311166,BUNJ
100,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,5,1311165,BRONGIALA
101,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,4,1311164,BIRAN GALI
102,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,3,1311163,BANDIYALI
103,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,2,1311162,ANDER SERI
104,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,1,1311161,AKHREELA
105,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,20,13111720,TORI BATTANGI
106,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,19,13111719,SEHRA DOGA
107,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,18,13111718,SARHAN
108,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,17,13111717,SAMBLI
109,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,16,13111716,RANKOT
110,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,15,13111715,PALL BOI
111,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,14,13111714,MOHRI MAIRA
112,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,13,13111713,MAKREELA
113,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,12,13111712,GALLI MIRAN
114,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,11,13111711,DHANNI BOI
115,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,10,13111710,DEEDAL
116,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,9,1311179,CHARIYALI
117,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,8,1311178,CHAK BOI
118,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,7,1311177,BOI
119,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,6,1311176,BHOGRAN BOI
120,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,5,1311175,BARBEEN
121,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,4,1311174,BANDI SAMAD
122,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,3,1311173,BANDI PAHAR
123,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,2,1311172,BANDI HAMZA
124,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.312688,73.442935,20,1,1311171,BAGOTAR
125,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,28,13111828,TOTANI
126,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,27,13111827,THANA KHURD
127,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,26,13111826,THANA
128,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,25,13111825,SHADIAL
129,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,24,13111824,SAR BANGALA
130,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,23,13111823,NAKKA BHURAJ
131,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,22,13111822,MEHAL
132,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,21,13111821,KONSIAN
133,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,20,13111820,KHANI THAT HIARA
134,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,19,13111819,KASSAKI KHURD
135,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,18,13111818,KASSAKI KALAN
136,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,17,13111817,JATAL
137,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,16,13111816,GORIAN
138,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,15,13111815,GHORI CHAMHAD
139,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,14,13111814,FATEH BANDI
140,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,13,13111813,DARUBBAR
141,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,12,13111812,DANNA BAYIAN
142,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,11,13111811,DANNA
143,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,10,13111810,CHATTA MOHRI
144,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,9,1311189,CHAMHAD
145,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,8,1311188,CHAMAK MAIRA
146,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,7,1311187,BISALA
147,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,6,1311186,BHURAJ KHASS
148,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,5,1311185,BHURAJ
149,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,4,1311184,BERAM GALI
150,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,3,1311183,BENSARI
151,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,2,1311182,BATANGI NO 2
152,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.114173,73.084788,28,1,1311181,BAGH DARA
153,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CITY URBAN/ CENTRAL ABBOTTABAD,Urban,10,1311210,34.146400,73.216126,6,6,13112106,MUSLIM TOWN
154,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CITY URBAN/ CENTRAL ABBOTTABAD,Urban,10,1311210,34.146400,73.216126,6,5,13112105,MAIN BAZAR
155,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CITY URBAN/ CENTRAL ABBOTTABAD,Urban,10,1311210,34.146400,73.216126,6,4,13112104,KUNJ QADEEM
156,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CITY URBAN/ CENTRAL ABBOTTABAD,Urban,10,1311210,34.146400,73.216126,6,3,13112103,KUNJ JADEED
157,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CITY URBAN/ CENTRAL ABBOTTABAD,Urban,10,1311210,34.146400,73.216126,6,2,13112102,KARIMPURA
158,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CITY URBAN/ CENTRAL ABBOTTABAD,Urban,10,1311210,34.146400,73.216126,6,1,13112101,FAWARA CHOWK
159,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,DALOLA,Rural,11,1311111,34.358907,73.393177,21,21,131111121,TARKOT
